"nome","cor","codigo","tipo_produto","genero","preco","preco_antigo","desconto","tamanhos_disponiveis","tamanhos_com_estoque","em_estoque","descricao","complemento","link"
"Chinelo Cartago 10954 Malaga","21838 M BRANCO/AZUL","2366260","Chinelo","Unissex","104.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","37/38 (1un) | 40 (3un) | 41 (8un) | 45 (3un)","true","Chinelo Cartago 10954 Malaga - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-10954-malaga-21838-m-branco-azul"
"Chinelo Cartago 11020  Fiji Iv","AL846 F CINZA/PRETO/AZUL","2379057","Chinelo","Unissex","89.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","37/38 (2un)","true","Qualidade&nbsp; O Chinelo Cartago 11020 Fiji IV apresenta uma constru&ccedil;&atilde;o robusta, feita com materiais sint&eacute;ticos de primeira linha. As tiras largas, com acabamento em alto relevo e costuras refor&ccedil;adas, transmitem uma sensa&ccedil;&atilde;o de resist&ecirc;ncia e eleg&acirc;ncia. O solado em borracha oferece boa ader&ecirc;ncia e alta durabilidade, ideal para quem busca um cal&ccedil;ado confi&aacute;vel para o dia a dia. Conforto&nbsp; Este modelo da Cartago foi pensa","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-11020-fiji-iv-cinza-preto-az-al846-f-cinza-preto-azul"
"Chinelo Cartago 11020  Fiji Iv","AR311 F MARROM/MARROM","2379057","Chinelo","Unissex","89.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","Sem estoque no momento","false","Qualidade&nbsp; O Chinelo Cartago 11020 Fiji IV apresenta uma constru&ccedil;&atilde;o robusta, feita com materiais sint&eacute;ticos de primeira linha. As tiras largas, com acabamento em alto relevo e costuras refor&ccedil;adas, transmitem uma sensa&ccedil;&atilde;o de resist&ecirc;ncia e eleg&acirc;ncia. O solado em borracha oferece boa ader&ecirc;ncia e alta durabilidade, ideal para quem busca um cal&ccedil;ado confi&aacute;vel para o dia a dia. Conforto&nbsp; Este modelo da Cartago foi pensa","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-11020-fiji-iv-marrom-marrom-ar311-f-marrom-marrom"
"Chinelo Cartago 11591 Paris","21929 CP CINZA/AZUL","2379058","Chinelo","Unissex","64.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","39 (3un) | 40 (3un)","true","Conforto&nbsp; O conforto &eacute; um dos grandes diferenciais do modelo Paris. Ele conta com uma palmilha que se molda suavemente ao p&eacute;, ideal para caminhadas e uso prolongado sem causar desconforto. Al&eacute;m disso, a palmilha possui leve textura, proporcionando uma sensa&ccedil;&atilde;o de massagem leve ao caminhar. Versatil&nbsp; Com um design sofisticado e discreto, o Cartago Paris combina facilmente com diversas composi&ccedil;&otilde;es. Pode ser usado com bermudas, cal&ccedil;a","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-11591-paris-cinza-azul-21929-cp-cinza-azul"
"Chinelo Cartago 11840 Atlanta","AJ521C/ATL MARROM/MARROM","2366747","Chinelo","Unissex","39.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44","37/38 (3un) | 41 (4un) | 43/44 (8un)","true","Chinelo Cartago 11840 Atlanta - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11840-atlanta-aj521c-atl-marrom-marrom"
"Chinelo Cartago 11840 Atlanta","AS401C/ATL PRETO/PRETO","2366747","Chinelo","Unissex","39.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44","37/38 (10un) | 39 (14un) | 41 (16un) | 42 (8un) | 43/44 (19un)","true","Chinelo Cartago 11840 Atlanta - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11840-atlanta-as401c-atl-preto-preto"
"Chinelo Cartago 11841 Atlanta","BF593 PRETO/AZUL","2365623","Chinelo","Unissex","34.99","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","31 (1un)","true","Conforto&nbsp; Com palmilha anat&ocirc;mica e tiras largas, ele proporciona ajuste confort&aacute;vel e pisada macia. O acabamento detalhado transmite um visual mais refinado, enquanto a durabilidade dos materiais garante um cal&ccedil;ado resistente e confi&aacute;vel. Um chinelo pensado para crian&ccedil;ada se divertir com estilo. Versatil&nbsp; O Chinelo Cartago 11841 Atlanta &eacute; a escolha ideal para quem busca eleg&acirc;ncia e praticidade no dia a dia. Seu design moderno combina perfe","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-11841-atlanta-bf593-preto-azul"
"Chinelo Cartago 11858 Alabama Kids","AR218 PRETO/PRETO","2366582","Chinelo","Infantil","46.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago Alabama Kids foi pensado para garantir o conforto di&aacute;rio das crian&ccedil;as. Com palmilha macia e anat&ocirc;mica, ele oferece uma pisada suave e est&aacute;vel, ideal para brincadeiras, passeios e o dia a dia agitado dos pequenos. Versatil&nbsp; Com um visual moderno e elegante, o Cartago Alabama Kids combina com diferentes estilos e momentos: seja em casa, em passeios com a fam&iacute;lia ou at&eacute; em ambientes mais casuais. Leve, f&aacute;cil de la","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11858-alabama-kids-ar218-preto-preto"
"Chinelo Cartago 11858 Alabama Kids","AZ379C/AL K PRETO CINZA","2366582","Chinelo","Infantil","46.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago Alabama Kids foi pensado para garantir o conforto di&aacute;rio das crian&ccedil;as. Com palmilha macia e anat&ocirc;mica, ele oferece uma pisada suave e est&aacute;vel, ideal para brincadeiras, passeios e o dia a dia agitado dos pequenos. Versatil&nbsp; Com um visual moderno e elegante, o Cartago Alabama Kids combina com diferentes estilos e momentos: seja em casa, em passeios com a fam&iacute;lia ou at&eacute; em ambientes mais casuais. Leve, f&aacute;cil de la","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11858-alabama-kids-az379c-al-k-preto-cinza"
"Chinelo Cartago 11859 Alabama","AP397-PRETO/PRETO","2368711","Chinelo","Unissex","58.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","40 (1un)","true","Conforto&nbsp; O Chinelo Cartago 11859 Alabama foi desenvolvido com foco no bem-estar dos p&eacute;s. Seu solado anat&ocirc;mico e palmilha macia proporcionam uma sensa&ccedil;&atilde;o de leveza a cada passo. O material interno &eacute; suave e n&atilde;o causa atrito, garantindo conforto mesmo em longos per&iacute;odos de uso. Ideal para quem busca relaxamento e descanso no dia a dia. Versatil&nbsp; Este modelo combina perfeitamente com diferentes estilos e ocasi&otilde;es. Seja para um passei","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11859-alabama-ap397-preto-preto"
"Chinelo Cartago 11859 Alabama","21392 ALAB CINZA/PRETO","2368711","Chinelo","Unissex","58.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago 11859 Alabama foi desenvolvido com foco no bem-estar dos p&eacute;s. Seu solado anat&ocirc;mico e palmilha macia proporcionam uma sensa&ccedil;&atilde;o de leveza a cada passo. O material interno &eacute; suave e n&atilde;o causa atrito, garantindo conforto mesmo em longos per&iacute;odos de uso. Ideal para quem busca relaxamento e descanso no dia a dia. Versatil&nbsp; Este modelo combina perfeitamente com diferentes estilos e ocasi&otilde;es. Seja para um passei","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11859-alabama-21392-alab-cinza-preto"
"Chinelo Cartago 11859 Alabama 1","preto/casto","2366259","Chinelo","Unissex","64.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (5un) | 39 (8un) | 40 (5un) | 43/44 (1un) | 45 (7un)","true","Conforto&nbsp; Este modelo foi desenvolvido com foco total no conforto. A palmilha anat&ocirc;mica proporciona suporte adequado aos p&eacute;s, mesmo ap&oacute;s horas de uso. O material interno &eacute; macio e agrad&aacute;vel ao toque, ideal para uso prolongado. Al&eacute;m disso, a tira larga e bem ajustada evita atritos e oferece uma sensa&ccedil;&atilde;o de firmeza e liberdade ao caminhar. Versatil&nbsp; Perfeito para diversas ocasi&otilde;es: do uso di&aacute;rio em casa at&eacute; passe","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11859-alabama-1-preto-casto"
"Chinelo Cartago 11859 Alabama 1","bi911 marrom/marrom","2366259","Chinelo","Unissex","64.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (10un) | 40 (1un) | 43/44 (2un) | 45 (6un)","true","Conforto&nbsp; Este modelo foi desenvolvido com foco total no conforto. A palmilha anat&ocirc;mica proporciona suporte adequado aos p&eacute;s, mesmo ap&oacute;s horas de uso. O material interno &eacute; macio e agrad&aacute;vel ao toque, ideal para uso prolongado. Al&eacute;m disso, a tira larga e bem ajustada evita atritos e oferece uma sensa&ccedil;&atilde;o de firmeza e liberdade ao caminhar. Versatil&nbsp; Perfeito para diversas ocasi&otilde;es: do uso di&aacute;rio em casa at&eacute; passe","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11859-alabama-1-bi911-marrom-marrom"
"Chinelo Cartago 11903 Maiorca","BC149 CINZA/PRETO","2366546","Chinelo","Unissex","49.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","30 (4un) | 31 (2un)","true","Conforto&nbsp; O Chinelo Cartago Maiorca Kids foi desenvolvido para garantir m&aacute;ximo conforto durante todo o dia. Sua palmilha &eacute; macia e anat&ocirc;mica, proporcionando uma sensa&ccedil;&atilde;o agrad&aacute;vel ao caminhar. Ideal para os p&eacute;s em crescimento, ele oferece uma pisada leve e acolchoada, perfeita para o dia a dia das crian&ccedil;as. Qualidade&nbsp; Conhecida por seus produtos dur&aacute;veis e bem-acabados, a Cartago traz neste modelo um cal&ccedil;ado resistent","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11903-maiorca-bc149-cinza-preto"
"Chinelo Cartago 11903 Maiorca","BC150 AZUL/AZUL/M","2366546","Chinelo","Unissex","49.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago Maiorca Kids foi desenvolvido para garantir m&aacute;ximo conforto durante todo o dia. Sua palmilha &eacute; macia e anat&ocirc;mica, proporcionando uma sensa&ccedil;&atilde;o agrad&aacute;vel ao caminhar. Ideal para os p&eacute;s em crescimento, ele oferece uma pisada leve e acolchoada, perfeita para o dia a dia das crian&ccedil;as. Qualidade&nbsp; Conhecida por seus produtos dur&aacute;veis e bem-acabados, a Cartago traz neste modelo um cal&ccedil;ado resistent","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-11903-maiorca-bc150-azul-azul-m"
"Chinelo Cartago 12158 Dallas Tiras Largas","bm370 bege/marrom","2368040","Chinelo","Unissex","74.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","Sem estoque no momento","false","Chinelo Cartago 12158 Dallas Tiras Largas - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12158-dallas-bm370-bege-marrom"
"Chinelo Cartago 12158 Dallas Tiras Largas","bm371 azul/vermelho","2368040","Chinelo","Unissex","74.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (1un) | 40 (1un) | 42 (1un) | 43/44 (1un) | 45 (3un)","true","Chinelo Cartago 12158 Dallas Tiras Largas - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12158-dallas-bm371-azul-vermelho"
"Chinelo Cartago 12158 Dallas Tiras Largas","bs786","2368040","Chinelo","Unissex","74.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (10un) | 39 (2un) | 40 (10un) | 41 (2un) | 42 (1un)","true","Chinelo Cartago 12158 Dallas Tiras Largas - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12158-dallas-bs786"
"Chinelo Cartago 12214 Paris II","BC406C/P CINZA/PRETO","2366250","Chinelo","Unissex","64.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (2un)","true","Conforto Confeccionado totalmente em PVC macio, o chinelo oferece flexibilidade e adapta&ccedil;&atilde;o ao formato dos p&eacute;s. A palmilha com textura suave proporciona sensa&ccedil;&atilde;o agrad&aacute;vel ao caminhar, ideal para uso cont&iacute;nuo em casa ou em sa&iacute;das r&aacute;pidas. O solado conta com riscos antiderrapantes, garantindo mais seguran&ccedil;a nos passos. Estilo e Versatilidade Com linhas discretas e identidade urbana, o modelo Paris II combina facilmente com look","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12214-paris-ii-bc406c-p-cinza-preto"
"Chinelo Cartago 12307 Arizona","au166 azul/telha","2365610","Chinelo","Unissex","39.90","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago 12307 Arizona &eacute; a combina&ccedil;&atilde;o ideal entre estilo casual e conforto absoluto. Com design inspirado no lifestyle urbano e moderno, ele apresenta uma palmilha macia e anat&ocirc;mica, que proporciona excelente apoio para os p&eacute;s em qualquer ocasi&atilde;o. Versatil&nbsp; A estampa discreta e sofisticada, junto com o detalhe do logo Cartago, transmite eleg&acirc;ncia e personalidade. Versatil&nbsp; Vers&aacute;til, pode ser usado tanto em mo","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12307-arizona-au166-azul-telha"
"Chinelo Cartago 12307 Arizona","BI567 PRETO/PRETO/AMARELO","2365610","Chinelo","Unissex","39.90","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Conforto&nbsp; O Chinelo Cartago 12307 Arizona &eacute; a combina&ccedil;&atilde;o ideal entre estilo casual e conforto absoluto. Com design inspirado no lifestyle urbano e moderno, ele apresenta uma palmilha macia e anat&ocirc;mica, que proporciona excelente apoio para os p&eacute;s em qualquer ocasi&atilde;o. Versatil&nbsp; A estampa discreta e sofisticada, junto com o detalhe do logo Cartago, transmite eleg&acirc;ncia e personalidade. Versatil&nbsp; Vers&aacute;til, pode ser usado tanto em mo","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12307-arizona-bi567-preto-preto-amarelo"
"Chinelo Cartago 12308 Málaga Sport","bo974 bege/amarelo/preto","2453951","Chinelo","Unissex","84.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (2un) | 39 (3un) | 40 (8un)","true","Chinelo Cartago 12308 Málaga Sport - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12308-malaga-sport-bo974-bege-amarelo-preto"
"Chinelo Cartago 12339 Napoles IV","bs187 cinza/azul","2544324","Chinelo","Unissex","109.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (2un) | 40 (1un)","true","Conforto e Estilo Desenvolvido para oferecer m&aacute;ximo conforto ao caminhar, o modelo conta com palmilha macia e anat&ocirc;mica, que se adapta aos p&eacute;s e proporciona sensa&ccedil;&atilde;o de leveza. O design atual, com detalhes discretos e cores vers&aacute;teis, garante um visual sofisticado sem abrir m&atilde;o da praticidade. Material do cal&ccedil;ado Produzido com materiais sint&eacute;ticos de alta qualidade, o Chinelo Cartago Napoles IV possui tiras resistentes e confort&aacut","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12339-napoles-iv-bs187-cinza-azul"
"Chinelo Cartago 12460 Coimbra","BI536 PRETO/PRETO","2365622","Chinelo","Unissex","49.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Chinelo Cartago 12460 Coimbra - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12460-coimbra-bi536-preto-preto"
"Chinelo Cartago 12460 Coimbra","BI536 AZUL/AZUL","2365622","Chinelo","Unissex","49.99","0","0","26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Chinelo Cartago 12460 Coimbra - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12460-coimbra-bi536-azul-azul"
"Chinelo Cartago 12460 Coimbra","BI537 AZUL/AZUL/M","2365622","Chinelo","Unissex","49.99","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33 | 34 | 35/36","Sem estoque no momento","false","Chinelo Cartago 12460 Coimbra - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12460-coimbra-bi537-azul-azul-m"
"Chinelo Cartago 12516 Aspen","bn920 bege/marrom/azul","2392305","Chinelo","Unissex","59.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","39 (4un) | 40 (11un) | 41 (1un) | 42 (4un)","true","Conforto&nbsp; O chinelo Cartago Aspen oferece uma palmilha macia e anat&ocirc;mica que se ajusta perfeitamente ao formato do p&eacute;, proporcionando conforto prolongado ao longo do dia, mesmo em situa&ccedil;&otilde;es de maior atividade, com amortecimento que reduz o impacto da pisada, ideal para quem preza por bem-estar em cada passo. Versatil&nbsp; Este modelo pode ser usado em diversas ocasi&otilde;es, desde compromissos informais at&eacute; eventos casuais que pedem um visual mais alinha","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12516-aspen-bn920-bege-marrom-azul"
"Chinelo Cartago 12516 Aspen","bn921 marrom/marrom","2392305","Chinelo","Unissex","59.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45","37/38 (1un) | 39 (1un) | 40 (16un) | 41 (12un) | 42 (5un) | 43/44 (9un)","true","Conforto&nbsp; O chinelo Cartago Aspen oferece uma palmilha macia e anat&ocirc;mica que se ajusta perfeitamente ao formato do p&eacute;, proporcionando conforto prolongado ao longo do dia, mesmo em situa&ccedil;&otilde;es de maior atividade, com amortecimento que reduz o impacto da pisada, ideal para quem preza por bem-estar em cada passo. Versatil&nbsp; Este modelo pode ser usado em diversas ocasi&otilde;es, desde compromissos informais at&eacute; eventos casuais que pedem um visual mais alinha","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12516-aspen-bn921-marrom-marrom"
"Chinelo Cartago 12525 Fiji Vl","bq134 marrom escuro/bege","2393068","Chinelo","Unissex","99.90","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","37/38 (3un) | 39 (2un) | 46/47 (5un)","true","Chinelo Cartago 12525 Fiji Vl - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-dedo-cartago-12525-fiji-vi-bq134-marrom-escuro-bege"
"Chinelo Cartago 12620 Malta Vll","bw847 marrom/marrom","2544990","Chinelo","Unissex","79.99","0","0","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","37/38 (5un) | 39 (1un) | 40 (7un) | 41 (9un) | 43/44 (5un) | 45 (1un) | 46/47 (1un)","true","Chinelo Cartago 12620 Malta Vll - Chinelo Unissex","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12620-malta-vii-bw847-marrom-marrom"
"Chinelo Cartago Mini II 12234 Tiras Largas","AV606 CINZA/AZUL/VERDE","2383204","Chinelo","Infantil","62.99","0","0","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","Sem estoque no momento","false","Tiras largas O modelo possui tira frontal em tecido com suporte entre os dedos, al&eacute;m de fecho traseiro com velcro que mant&eacute;m o p&eacute; seguro e est&aacute;vel durante o uso. Conforto&nbsp; Com palmilha macia e solado leve, o chinelo oferece uma base confort&aacute;vel e flex&iacute;vel, que acompanha os movimentos naturais da crian&ccedil;a. Estilo divertido Leve, anat&ocirc;mico e f&aacute;cil de cal&ccedil;ar, esse chinelo combina conforto e praticidade para acompanhar os peque","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12234-mini-ii-av606-cinza-azul-verde"
"Chinelo Cartago Mini II 12234 Tiras Largas","AV681 BEGE/AZUL/BORDO","2383204","Chinelo","Infantil","62.99","0","0","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","Sem estoque no momento","false","Tiras largas O modelo possui tira frontal em tecido com suporte entre os dedos, al&eacute;m de fecho traseiro com velcro que mant&eacute;m o p&eacute; seguro e est&aacute;vel durante o uso. Conforto&nbsp; Com palmilha macia e solado leve, o chinelo oferece uma base confort&aacute;vel e flex&iacute;vel, que acompanha os movimentos naturais da crian&ccedil;a. Estilo divertido Leve, anat&ocirc;mico e f&aacute;cil de cal&ccedil;ar, esse chinelo combina conforto e praticidade para acompanhar os peque","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-cartago-12234-mini-av681-bege-azul-bordo"
"Chinelo Couro Masculino Plus Size Pegada 533301-02 Anilina 2","cravo 24l","2547927","Chinelo","Masculino","169.99","0","0","45 | 46 | 47 | 48","45 (6un) | 46 (6un) | 47 (4un) | 48 (2un)","true","Tecnologia Armortech A tecnologia exclusiva Amortech atua diretamente na absor&ccedil;&atilde;o de impactos na regi&atilde;o do calcanhar. Isso significa menos sobrecarga nas articula&ccedil;&otilde;es, mais conforto ao caminhar e muito mais bem-estar no uso di&aacute;rio. Estrutura Desenvolvido especialmente para numera&ccedil;&otilde;es maiores, o modelo possui base estruturada, solado mais robusto e excelente estabilidade. Ideal para homens que precisam de suporte real. Antiderrapante O solad","Conforto reforçado, estrutura robusta e tecnologia para quem exige mais.","https://www.chinelarialeilaneneves.com.br/chinelo-couro-plus-size-pegada-533301-02-anilina-2-cravo-24l"
"Chinelo Couro Pegada 130641","641-02 ANILINA PINHAO","2365268","Chinelo","Unissex","139.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44","Sem estoque no momento","false","Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um ajuste confort&aacute;vel aos p&eacute;s, adaptando-se &agrave; sua anatomia e garantindo um produto de longa vida &uacute;til. Conforto e Estilo O design do Chinelo Pegada 130641 alia conforto e estilo, sendo ideal para uso di&aacute;rio e momentos de lazer. Sua constru&ccedil;&atilde;o anat&ocirc;mica e mater","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-130641-641-02-anilina-pinhao"
"Chinelo Couro Pegada 131221","221-01 ANILINA PINHAO 24L","2365267","Chinelo","Unissex","129.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45","38 (1un) | 39 (4un) | 40 (2un) | 43 (1un)","true","Tecnologia AMORTECH A tecnologia AMORTECH est&aacute; presente no solado do chinelo, oferecendo amortecimento de impactos na regi&atilde;o do calcanhar. Essa caracter&iacute;stica reduz o impacto nas articula&ccedil;&otilde;es, proporcionando maior conforto e prote&ccedil;&atilde;o durante o uso prolongado. Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um aju","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-131221-221-01-anilina-pinhao-24l"
"Chinelo Couro Pegada 131221","131221-03 ANILI PRETO 24L","2365267","Chinelo","Unissex","129.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45","39 (1un)","true","Tecnologia AMORTECH A tecnologia AMORTECH est&aacute; presente no solado do chinelo, oferecendo amortecimento de impactos na regi&atilde;o do calcanhar. Essa caracter&iacute;stica reduz o impacto nas articula&ccedil;&otilde;es, proporcionando maior conforto e prote&ccedil;&atilde;o durante o uso prolongado. Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um aju","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-131221-131221-03-anili-preto-24l"
"Chinelo Couro Pegada 131663","663-03 ANILINA CRAVO","2365273","Chinelo","Unissex","159.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45","37 (2un) | 38 (2un) | 40 (3un) | 41 (5un) | 43 (1un) | 45 (4un)","true","Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um ajuste confort&aacute;vel aos p&eacute;s, adaptando-se &agrave; sua anatomia e garantindo um produto de longa vida &uacute;til. Conforto e Estilo O design do Chinelo Pegada 130641 alia conforto e estilo, sendo ideal para uso di&aacute;rio e momentos de lazer. Sua constru&ccedil;&atilde;o anat&ocirc;mica e mater","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-131663-663-03-anilina-cravo"
"Chinelo Couro Pegada 131663","663-04 ANILINA BROWN","2365273","Chinelo","Unissex","149.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45","Sem estoque no momento","false","Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um ajuste confort&aacute;vel aos p&eacute;s, adaptando-se &agrave; sua anatomia e garantindo um produto de longa vida &uacute;til. Conforto e Estilo O design do Chinelo Pegada 130641 alia conforto e estilo, sendo ideal para uso di&aacute;rio e momentos de lazer. Sua constru&ccedil;&atilde;o anat&ocirc;mica e mater","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-131663-663-04-anilina-brown"
"Chinelo Couro Pegada 133155","155-03 ANILINA 24L PRETO","2365271","Chinelo","Unissex","169.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44","38 (1un)","true","Couro da Pegada Os cal&ccedil;ados da Pegada s&atilde;o produzidos em couro de alta qualidade, conhecido por sua maciez, resist&ecirc;ncia e durabilidade. O couro utilizado proporciona um ajuste confort&aacute;vel aos p&eacute;s, adaptando-se &agrave; sua anatomia e garantindo um produto de longa vida &uacute;til. Conforto e Estilo O design do&nbsp;Chinelo Couro Pegada 133155 alia conforto e estilo, sendo ideal para uso di&aacute;rio e momentos de lazer. Sua constru&ccedil;&atilde;o anat&ocirc;m","Chinelo","https://www.chinelarialeilaneneves.com.br/chinelo-couro-pegada-133155-155-03-anilina-24l-preto"
